ID_ALL_RAW_DATA,ABUNDANCE,BIOMASS,ID_SPECIES,SAMPLE_DESC,LATITUDE,LONGITUDE,DEPTH,DAY,MONTH,YEAR,STUDY_ID,newID,species,resolution,taxon,kingdom,phylum,class,order,family,genus
75541,20.0,,1565.0,51.4926_4.1275_1987_10_9,51.4926,4.1275,,9.0,10.0,1987,87,24231,Mesodinium rubrum,species,Chromista,Chromista,Ciliophora,Gymnostomatea,Cyclotrichida,Mesodiniidae,Mesodinium
16513104,14.0,,4468.0,2008_NatStnReg-ID:00182339,55.573,13.625,,19.0,5.0,2008,634,38546,Sturnus vulgaris,species,Birds,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Sturnus
448122,2.0,,4050.0,1993_8_12,55.86,20.99,,12.0,8.0,1993,91,19438,Hydrocoloeus minutus,species,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydrocoloeus
70913,800.0,,1405.0,2008_5_19,50.25,-4.217,,19.0,5.0,2008,33,21621,Leptocylindrus danicus,species,Chromista,Chromista,Ochrophyta,Bacillariophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus
319817,1.0,,3811.0,-25.21_28.5_1995_7_15,-25.21,28.5,,15.0,7.0,1995,67,8624,Chlidonias leucopterus,species,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chlidonias
11432763,,0.5,45328.0,2011_9_13_n01a_a_4,39.083333,-96.58333,,13.0,9.0,2011,355,15201,Euphorbia serpens,species,Plants,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
387927,53.0,,3101.0,40.45_-67.9_1987_12_8,40.45,-67.9,,8.0,12.0,1987,166,21865,Leucopleurus acutus,species,Marine mammals,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Lagenorhynchus
418617,3.0,,4034.0,1993_11_6,57.38,21.23,,6.0,11.0,1993,91,21121,Larus canus,species,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus
16487816,1.0,,4432.0,20_06_2004,59.817,22.9,,20.0,6.0,2004,582,38199,Stercorarius parasiticus,species,Birds,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius
3444875,2.0,,6811.0,42.48_-64.68_1990_7_128,42.48,-64.68,-128.0,11.0,7.0,1990,180,21868,Leucoraja erinaceus,species,Fish,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Leucoraja
817259,61.0,,3832.0,39.4333_-90.1667_1990_1388,39.4333,-90.1667,,,,1990,195,9842,Colinus virginianus,species,Birds,Animalia,Chordata,Aves,Galliformes,Odontophoridae,Colinus
5978217,89.0,,32489.0,45.84_-59.74_2001_7_20_39,45.84,-59.74,-39.0,20.0,7.0,2001,176,27548,Oithona,genus,Marine/freshwater invertebrates,Animalia,,,,,
86296,24.0,,1771.0,51.6059_3.6966_1986_4_18,51.6059,3.6966,,18.0,4.0,1986,87,29223,Paralia sulcata,species,Chromista,Chromista,Ochrophyta,Bacillariophyceae,Paraliales,Paraliaceae,Paralia
154608,5.0,,2631.0,39.0325_-28.0894_2008_8_8_6,39.0325,-28.0894,-6.0,8.0,8.0,2008,172,6472,Calonectris diomedea,species,Birds,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Calonectris
28796,4.0,,499.0,51.6059_3.6966_1986_7_16,51.6059,3.6966,,16.0,7.0,1986,87,7937,Chaetoceros densus,species,Chromista,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros
652705,1.0,,4470.0,7.1_-80.7333_1970_6_22,7.1,-80.7333,,22.0,6.0,1970,166,38664,Sula dactylatra,species,Birds,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula
680147,1.0,,4538.0,37.4953_-122.998_2005_5_13_317,37.4953,-122.998,-317.0,13.0,5.0,2005,169,41435,Uria aalge,species,Birds,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Uria
747181,20.0,,3771.0,44.0167_-91.4167_2007_4634,44.0167,-91.4167,,,,2007,195,37716,Spinus tristis,species,Birds,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus
51247,6.0,,970.0,1996_6_5_21A,44.244,-122.158,,5.0,6.0,1996,194,15275,Eupithecia perfusca,species,Terrestrial/freshwater invertebrates,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Eupithecia
17255379,3.21888,,36708.0,10398_17_5_2006,50.85547,-1.663974,,17.0,5.0,2006,846,4598,Barbatula barbatula,species,Fish,Animalia,Chordata,,Cypriniformes,Nemacheilidae,Barbatula
142950,5.0,,2631.0,37.6557_-26.3748_2008_6_4_2246,37.6557,-26.3748,-2246.0,4.0,6.0,2008,172,6472,Calonectris diomedea,species,Birds,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Calonectris
8946,1.0,,173.0,1995_5_16_5B,44.244,-122.158,,16.0,5.0,1995,194,2623,Anticlea vasiliata,species,Terrestrial/freshwater invertebrates,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Anticlea
1188865,12.0,,4380.0,45.6333_-92.25_1998_4612,45.6333,-92.25,,,,1998,195,35759,Sayornis phoebe,species,Birds,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis
11353406,,3.5,36715.0,2002_8_21_002c_a_1,39.083333,-96.58333,,21.0,8.0,2002,355,5495,Bouteloua curtipendula,species,Plants,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Bouteloua
210118,1.0,,2984.0,38.5303_-28.9959_2003_5_21_516,38.5303,-28.9959,-516.0,21.0,5.0,2003,172,17463,Grampus griseus,species,Marine mammals,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Grampus
16429355,2.0,,38531.0,47.475_18.397_1990,47.475,18.397,,,,1990,671,36909,Sideridis rivularis,species,Terrestrial/freshwater invertebrates,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Sideridis
4200680,1.0,,8752.0,49.33955_-126.9575_1993_5_6_148.5,49.33955,-126.9575,-148.5,6.0,5.0,1993,178,39820,Thaleichthys pacificus,species,Fish,Animalia,Chordata,,Osmeriformes,Osmeridae,Thaleichthys
7931234,9.0,9.1,6234.0,43.166668_-68.783333_1975_11_18_174,43.166668,-68.783333,-174.0,18.0,11.0,1975,213,17093,Glyptocephalus cynoglossus,species,Fish,Animalia,Chordata,,Pleuronectiformes,Pleuronectidae,Glyptocephalus
11065425,68.0,,36693.0,1989_Summer_15,31.938889,-109.0797,1330.0,,,1989,336,3497,Aristida adscensionis,species,Plants,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Aristida
41016,80.0,,761.0,1998_2_16,50.25,-4.217,,16.0,2.0,1998,33,12957,Ditylum brightwellii,species,Chromista,Chromista,Ochrophyta,Bacillariophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum
5322475,1.0,,21429.0,54.001_-4.90042_1991_6_21_36,54.001,-4.90042,-36.0,21.0,6.0,1991,110,31938,Plumularia setacea,species,Invertebrates,Animalia,Cnidaria,Hydrozoa,Leptothecata,Plumulariidae,Plumularia
4959056,1.0,,15092.0,50.6877_0.263702_1986_6_20_NA,50.6877,0.263702,,20.0,6.0,1986,110,16114,Flustrellidra hispida,species,Invertebrates,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Flustrellidridae,Flustrellidra
148109,18.0,,2631.0,38.5034_-27.4729_2002_6_11_1410,38.5034,-27.4729,-1410.0,11.0,6.0,2002,172,6472,Calonectris diomedea,species,Birds,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Calonectris
18388847,15.0,,4240.0,51.4107_-51.4107_11_11_2008,51.4107,-51.4107,,11.0,11.0,2008,527,30575,Phalaropus lobatus,species,Birds,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Phalaropus
1065302,4.0,,4183.0,42.6167_-78.0833_2002_2752,42.6167,-78.0833,,,,2002,195,32081,Poecile atricapillus,species,Birds,Animalia,Chordata,Aves,Passeriformes,Paridae,Poecile
733668,30.0,,3762.0,39.3333_-87.7833_2004_1399,39.3333,-87.7833,,,,2004,195,6972,Cardinalis cardinalis,species,Birds,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis
427956,2.0,,4040.0,56.3833_-59.75_1979_8_23,56.3833,-59.75,,23.0,8.0,1979,166,21127,Larus glaucoides,species,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus
3290438,4.0,,4860.0,43.35_-60.65_1974_7_189,43.35,-60.65,-189.0,17.0,7.0,1974,180,3324,Argentina silus,species,Fish,Animalia,Chordata,,Osmeriformes,Argentinidae,Argentina
138101,4.0,,2595.0,-62.5_87.5_1951,-62.5,87.5,0.0,,,1951,192,4523,Balaenoptera physalus,species,Marine mammals,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,Balaenoptera
1029013,2.0,,4115.0,33.6_-83.5833_2004_1246,33.6,-83.5833,,,,2004,195,24845,Mniotilta varia,species,Birds,Animalia,Chordata,Aves,Passeriformes,Parulidae,Mniotilta
432016,1.0,,4045.0,70.4333_-55.5167_1971_9_2,70.4333,-55.5167,,2.0,9.0,1971,166,21130,Larus hyperboreus,species,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus
41777,24.0,,796.0,1990,2.982,102.313,,,,1990,201,13360,Dysoxylum flavescens,species,Plants,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Dysoxylum
6525453,158.0,,17803.0,38.2503_-75.8422_1993_8_10_2.3_VA93-640,38.2503,-75.8422,-2.3,10.0,8.0,1993,228,1621,Ameritella mitchelli,species,Molluscs,Animalia,Mollusca,Bivalvia,Cardiida,Tellinidae,Ameritella
651863,1.0,,4455.0,-29.82_31.03_2006_1_29,-29.82,31.03,,29.0,1.0,2006,67,38241,Sterna sandvicensis,species,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus
8968,771.0,,174.0,1990,2.982,102.313,,,,1990,201,2626,Antidesma coriaceum,species,Plants,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Phyllanthaceae,Antidesma
10525288,0.08,,43081.0,1997_AMT5-257,7.027,-22.4694,-75.0,1.0,10.0,1997,310,40232,Torodinium,genus,Chromista,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Torodinium
5937239,4.0,,31847.0,20.7249_-156.457_2010_10_20_39,20.7249,-156.457,-39.0,20.0,10.0,2010,122,25146,Montipora patula,species,Invertebrates,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Montipora
1188851,1.0,,4380.0,45.6333_-92.25_1984_4612,45.6333,-92.25,,,,1984,195,35759,Sayornis phoebe,species,Birds,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Sayornis
700934,1.0,,3680.0,40.85_-120.25_1984_732,40.85,-120.25,,,,1984,195,3092,Aquila chrysaetos,species,Birds,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Aquila
433254,2.0,,4045.0,54.25_-57.0667_1977_12_11,54.25,-57.0667,,11.0,12.0,1977,166,21130,Larus hyperboreus,species,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus
26852,40.0,,480.0,2006_12_12,50.25,-4.217,,12.0,12.0,2006,33,40698,Tripos lineatus,species,Chromista,Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos
737409,8.0,,3762.0,44.05_-88.6833_1983_4646,44.05,-88.6833,,,,1983,195,6972,Cardinalis cardinalis,species,Birds,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis
4563648,5616.0,17416.4,8105.0,56.98_-165.83_2001_7_2_69,56.98,-165.83,-69.0,2.0,7.0,2001,163,34460,Rajiformes,order,Fish,Animalia,Chordata,Elasmobranchii,Rajiformes,,
14531146,2.0,,72691.0,14_06_2007,59.817,22.9,,14.0,6.0,2007,582,57529,Spinus spinus,species,Birds,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus
430328,1.0,,4036.0,33.8652_-118.537_2001_4_13_72,33.8652,-118.537,-72.0,13.0,4.0,2001,169,21123,Larus delawarensis,species,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus
7784779,3.0,0.8,6234.0,40.930996_-66.482513_2004_10_7_395,40.930996,-66.482513,-395.0,7.0,10.0,2004,213,17093,Glyptocephalus cynoglossus,species,Fish,Animalia,Chordata,,Pleuronectiformes,Pleuronectidae,Glyptocephalus
11755521,,0.5,45864.0,2008_8_18_n01a_c_2,39.083333,-96.58333,,18.0,8.0,2008,355,38798,Symphoricarpos orbiculatus,species,Plants,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Symphoricarpos
308586,1.0,,3709.0,45_-48.9333_1980_4_28,45.0,-48.9333,,28.0,4.0,1980,166,4524,Balaenopteridae,family,Marine mammals,Animalia,Chordata,Mammalia,Cetacea,Balaenopteridae,
143803,75.0,,2631.0,37.8205_-29.2858_2002_5_20_783,37.8205,-29.2858,-783.0,20.0,5.0,2002,172,6472,Calonectris diomedea,species,Birds,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Calonectris
8883,2.0,,170.0,1956_16,44.33,-112.33,,,,1956,18,2507,Antennaria sp,genus,Fungi,,,,,,
5915251,9.0,,31620.0,48.63_-63.1_2004_9_25_142,48.63,-63.1,-142.0,25.0,9.0,2004,176,24395,Metridia longa,species,Marine/freshwater invertebrates,Animalia,Arthropoda,Copepoda,Calanoida,Metridinidae,Metridia
4203835,1.0,,8760.0,48.91625_-126.27705_1973_5_11_133.5,48.91625,-126.27705,-133.5,11.0,5.0,1973,178,16346,Gadus chalcogrammus,species,Fish,Animalia,Chordata,,Gadiformes,Gadidae,Gadus
149410,5.0,,2631.0,38.5776_-28.2422_2008_6_19_1186,38.5776,-28.2422,-1186.0,19.0,6.0,2008,172,6472,Calonectris diomedea,species,Birds,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Calonectris
97611,2240.0,,1966.0,2003_11_10,50.25,-4.217,,10.0,11.0,2003,33,26839,Nitzschia delicatissima,species,Chromista,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
541633,1.0,,4246.0,76.2167_-82.25_1979_8_19,76.2167,-82.25,,19.0,8.0,1979,166,30738,Phocidae,family,Marine mammals,Animalia,Chordata,Mammalia,Carnivora,Phocidae,
11431150,,0.5,45324.0,2015_8_5_n04d_c_5,39.083333,-96.58333,,5.0,8.0,2015,355,15193,Euphorbia maculata,species,Plants,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Euphorbia
143477,18.0,,2631.0,37.7383_-25.7587_2003_9_17_11,37.7383,-25.7587,-11.0,17.0,9.0,2003,172,6472,Calonectris diomedea,species,Birds,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Calonectris
3434076,14.0,,6588.0,43.99_-62.17_1994_7_69,43.99,-62.17,-69.0,14.0,7.0,1994,180,19943,Illex illecebrosus,species,Molluscs,Animalia,Mollusca,Cephalopoda,Oegopsida,Ommastrephidae,Illex
727838,1.0,,3759.0,33.65_-82.6333_1988_1248,33.65,-82.6333,,,,1988,195,6826,Caprimulgus vociferus,species,Birds,Animalia,Chordata,Aves,Caprimulgiformes,Caprimulgidae,Antrostomus
5772097,1.0,,29082.0,42.167_-67.667_1999_4_15_7.5,42.167,-67.667,-7.5,15.0,4.0,1999,128,29150,Paraeuchaeta norvegica,species,Marine/freshwater invertebrates,Animalia,Arthropoda,Copepoda,Calanoida,Euchaetidae,Paraeuchaeta
85721,12.0,,1761.0,2000_7_31_11L,44.244,-122.158,,31.0,7.0,2000,194,28942,Panthea virginarius,species,Terrestrial/freshwater invertebrates,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Panthea
420749,1.0,,4035.0,-28.87_26_2001_2_6,-28.87,26.0,,6.0,2.0,2001,67,8815,Chroicocephalus cirrocephalus,species,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus
1051321,1.0,,4129.0,42.0833_-78.5833_1986_2805,42.0833,-78.5833,,,,1986,195,25514,Myiarchus crinitus,species,Birds,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Myiarchus
537637,1.0,,4146.0,33.3746_-121.166_1991_8_3_3624,33.3746,-121.166,-3624.0,3.0,8.0,1991,169,27294,Oceanodroma leucorhoa,species,Birds,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Oceanodroma
5946590,1.0,,7232.0,41.44_-70.73_1903_8_12_NA,41.44,-70.73,,12.0,8.0,1903,124,25753,Mytilus edulis,species,Molluscs,Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus
9587583,1.0,,4118.0,45.35374_-103.70693_2003_5_21,45.35374,-103.70693,,21.0,5.0,2003,217,24937,Molothrus ater,species,Birds,Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus
27897,800.0,,493.0,1997_7_28,50.25,-4.217,,28.0,7.0,1997,33,7922,Chaetoceros compressus,species,Chromista,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros
141204,38.0,,2631.0,30.1035_-16.0009_2009_5_30_475,30.1035,-16.0009,-475.0,30.0,5.0,2009,172,6472,Calonectris diomedea,species,Birds,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Calonectris
581172,9.0,,3422.0,56.0167_-58.0167_1979_8_24,56.0167,-58.0167,,24.0,8.0,1979,166,34152,Puffinus gravis,species,Birds,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus
90043,3207640.0,,1840.0,2000_7_24,50.25,-4.217,,24.0,7.0,2000,33,31155,Phytoflagellate,kingdom,Protozoa,,,,,,
87271,4.0,,1810.0,2004_7_23_17C,44.244,-122.158,,23.0,7.0,2004,194,30311,Perizoma curvilinea,species,Terrestrial/freshwater invertebrates,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Perizoma
9749810,4.0,,3768.0,47.088901_-112.59733_1996_5_28,47.088901,-112.59733,,28.0,5.0,1996,217,37713,Spinus pinus,species,Birds,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus
4070802,,9.0,7945.0,-33.3333_-51.3833_1974_7_29_66,-33.3333,-51.3833,-66.0,29.0,7.0,1974,135,32962,Prionotus punctatus,species,Fish,Animalia,Chordata,,Scorpaeniformes,Triglidae,Prionotus
633804,6.0,,4026.0,37.6314_-123.57_2003_2_22_3203,37.6314,-123.57,-3203.0,22.0,2.0,2003,169,21103,Laridae,family,Birds,Animalia,Chordata,Aves,Charadriiformes,Laridae,
890244,1.0,,3893.0,41.75_-73.9833_1997_2703,41.75,-73.9833,,,,1997,195,36821,Setophaga pinus,species,Birds,Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophaga
1041032,4.0,,4118.0,43.2333_-70.9167_1984_2551,43.2333,-70.9167,,,,1984,195,24937,Molothrus ater,species,Birds,Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus
9744462,1.0,,4467.0,47.040838_-113.259774_1993_6_21,47.040838,-113.259774,,21.0,6.0,1993,217,38543,Sturnella neglecta,species,Birds,Animalia,Chordata,Aves,Passeriformes,Icteridae,Sturnella
1173653,79.0,,4367.0,41.9667_-90.3_1996_1526,41.9667,-90.3,,,,1996,195,34410,Quiscalus quiscula,species,Birds,Animalia,Chordata,Aves,Passeriformes,Icteridae,Quiscalus
11967189,4.0,,46322.0,200039_Forest_D_2009_12_13,34.3,132.3,,13.0,12.0,2009,377,13850,Emberiza spodocephala,species,Birds,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza
12807551,2.2041,,18913.0,51.4895_2.978167_2008_9_17_ft340,51.4895,2.978167,-20.0,17.0,9.0,2008,501,40741,Tritia reticulata,species,Molluscs,Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Tritia
5865805,1.0,,6723.0,71.143_-69.3895_2008_10_27_182,71.143,-69.3895,-182.0,27.0,10.0,2008,184,21243,Lebbeus polaris,species,Marine/freshwater invertebrates,Animalia,Arthropoda,Malacostraca,Decapoda,Thoridae,Lebbeus
11521194,,3.5,45598.0,2000_6_12_n20b_c_1,39.083333,-96.58333,,12.0,6.0,2000,355,19587,Hymenopappus scabiosaeus,species,Plants,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hymenopappus
71161,160.0,,1406.0,1995_9_18,50.25,-4.217,,18.0,9.0,1995,33,21195,Lauderia mediterranea,species,Chromista,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Lauderiaceae,Lauderia
836741,4.0,,3844.0,44.05_-88.6833_1994_4646,44.05,-88.6833,,,,1994,195,10074,Contopus virens,species,Birds,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Contopus
